fcltynm,mt10id,mt13cnt,fcltychartr,sidonm,gugunnm,opende
괜찮은홀 [중계] (폐관),FC001465,1,민간(대학로 외),서울,노원구,2001
괴산문화예술회관,FC002141,1,공공(문예회관),충북,괴산군,1989
교보생명빌딩 [부산],FC004387,1,기타(비공연장),부산,부산진구,
교세라 돔 오사카 (KYOCERA DOME OSAKA),FC004010,1,기타(해외등),해외,,
교원투어빌딩,FC003680,2,민간(대학로 외),서울,종로구,
구 사춤전용관(낙원상가) (폐관),FC001152,1,민간(대학로 외),서울,종로구,2004
구. LG아트센터,FC000002,1,민간(대학로 외),서울,강남구,2000
구. 맞배집 (폐관),FC002919,1,민간(대학로 외),대전,중구,
구례공설운동장,FC003049,1,기타(비공연장),전남,구례군,
구례군 문화예술회관,FC002567,2,공공(문예회관),전남,구례군,2015
구례자연드림파크,FC003597,1,민간(대학로 외),전남,구례군,
구로구민회관,FC000850,1,공공(문예회관),서울,구로구,1989
구로아트밸리,FC000783,1,공공(문예회관),서울,구로구,2008
구로창의아트홀,FC004310,1,민간(대학로 외),서울,구로구,
구름아래소극장,FC002033,1,민간(대학로 외),서울,마포구,2019
구름에 리조트,FC003554,1,기타(비공연장),경북,안동시,2019
구리아트홀,FC001196,4,공공(문예회관),경기,구리시,2013
구리행정복지센터,FC000639,1,공공(기타),경기,구리시,2010
