fcltynm,mt10id,mt13cnt,fcltychartr,sidonm,gugunnm,opende
청주교육대학교,FC001865,2,민간(대학로 외),충북,청주시,1993
청주그랜드플라자호텔,FC003681,1,민간(대학로 외),충북,청주시,
청주대학교,FC002679,2,기타(비공연장),충북,청주시,
청주아트홀 (구. 청주시민회관),FC001258,1,공공(문예회관),충북,청주시,2013
청주예술의전당,FC000403,2,공공(문예회관),충북,청주시,1995
청춘나비아트홀 (폐관),FC000591,1,민간(대학로 외),부산,수영구,1999
청춘예찬,FC003654,1,민간(대학로 외),서울,마포구,
청풍랜드,FC003488,1,민간(대학로 외),충북,제천시,
청학아트홀,FC003032,1,공공(기타),인천,연수구,
체리 스튜디오,FC003746,1,민간(대학로 외),서울,용산구,
체스154,FC002442,1,민간(대학로 외),부산,해운대구,
첼리스트의 서재,FC002967,1,민간(대학로 외),부산,해운대구,2021
초당성당,FC004495,1,기타(비공연장),강원,강릉시,
초록마술극장,FC002242,1,민간(대학로 외),부산,금정구,2019
초록씨어터,FC002854,1,민간(대학로),서울,종로구,
초콜릿팩토리,FC000255,1,민간(대학로 외),부산,남구,2008
총신대학교 신관,FC001474,1,민간(대학로 외),서울,동작구,2013
최순우 옛집,FC001834,1,기타(비공연장),서울,성북구,2004
최승효 가옥,FC004884,1,기타(비공연장),광주,남구,
최일화 스튜디오,FC001214,1,민간(대학로),서울,종로구,2011
추계예술대학교,FC001797,1,민간(대학로 외),서울,서대문구,1997
추계예술대학교 창조관,FC001481,1,민간(대학로 외),서울,서대문구,1998
축제극장몸짓,FC000678,1,공공(기타),강원,춘천시,2010
축제소극장 [부산],FC001225,1,민간(대학로 외),부산,남구,2014
축제소극장 [창원](구. 창원아트팩토리),FC001540,1,민간(대학로 외),경남,창원시,2016
춘천 수변공원,FC001410,1,기타(비공연장),강원,춘천시,2014
춘천 의암공원,FC002209,1,기타(비공연장),강원,춘천시,
춘천교육문화관,FC004143,1,공공(문예회관),강원,춘천시,
춘천문화예술회관,FC000371,2,공공(문예회관),강원,춘천시,1993
춘천박사마을,FC002675,1,기타(비공연장),강원,춘천시,
춘천송암스포츠타운,FC002613,2,기타(비공연장),강원,춘천시,
춘천시 청소년수련관,FC003912,1,공공(기타),강원,춘천시,
춘천시공연예술창업지원센터,FC004106,1,공공(기타),강원,춘천시,
춘천시청,FC003930,2,공공(기타),강원,춘천시,
춘천인형극장,FC000680,8,공공(문예회관),강원,춘천시,2001
춘향문화예술회관,FC000475,2,공공(문예회관),전북,남원시,1995
충남대학교 정심화국제문화회관,FC001296,3,공공(기타),대전,유성구,2000
충남도청 문예회관,FC001536,1,공공(문예회관),충남,예산군,2012
충남음악창작소,FC003463,4,민간(대학로 외),충남,천안시,2017
충남학생교육문화원,FC000692,2,공공(기타),충남,천안시,1997
충동소극장,FC002630,1,민간(대학로 외),서울,광진구,
충무아트센터,FC000014,5,공공(문예회관),서울,중구,2005
충북대학교 개신문화관,FC002020,1,민간(대학로 외),충북,청주시,2013
충장아트홀,FC001290,1,민간(대학로 외),광주,동구,2013
충정로난타전용관 (폐관),FC001158,1,민간(대학로 외),서울,서대문구,2013
충주생활문화센터,FC004685,1,공공(문예회관),충북,충주시,
충주시문화회관,FC000405,1,공공(문예회관),충북,충주시,1985
충주시청소년수련원,FC004907,1,민간(대학로 외),충북,충주시,
충주실내체육관,FC002367,1,공공(기타),충북,충주시,1992
충주음악창작소,FC004176,1,민간(대학로 외),충북,충주시,
충주탄금공원,FC004535,1,기타(비공연장),충북,충주시,
충청북도학생교육문화원,FC000459,2,공공(기타),충북,청주시,2008
충현박물관,FC003136,1,기타(비공연장),경기,광명시,2013
취향관 (폐관),FC002316,1,민간(대학로 외),서울,마포구,2018
치명자성지 평화의전당,FC003118,2,민간(대학로 외),전북,전주시,
치악체육관,FC002426,1,기타(비공연장),강원,원주시,
칠곡군교육문화회관,FC000874,3,공공(문예회관),경북,칠곡군,2000
칠곡군민회관 (칠곡문화원),FC002544,1,공공(기타),경북,칠곡군,1983
칠곡보 야외물놀이장,FC004458,1,기타(비공연장),경북,칠곡군,
칠곡향사아트센터,FC004778,1,공공(기타),경북,칠곡군,
칠성조선소,FC003945,1,기타(비공연장),강원,속초시,
칠포해수욕장,FC002841,1,기타(비공연장),경북,포항시,
카디션(CARDICIAN),FC004668,1,기타(비공연장),서울,광진구,
카리스커피 [울산],FC003710,1,기타(비공연장),울산,남구,
카리아 카페유마,FC003731,1,기타(비공연장),경남,양산시,
카메라타 [대구],FC002955,1,민간(대학로 외),대구,남구,
카비네,FC002441,1,기타(비공연장),서울,종로구,
카세트 스튜디오,FC004211,1,민간(대학로 외),서울,마포구,
카인드서울,FC004577,1,민간(대학로 외),서울,성동구,
카페 N237,FC003788,1,기타(비공연장),서울,강남구,
카페 가우디,FC003703,1,민간(대학로 외),경기,광명시,
카페 굿빈스,FC002790,1,기타(비공연장),경기,화성시,
카페 그린룸(GRIN ROOM),FC004665,1,기타(비공연장),서울,성동구,
카페 나지트,FC004434,1,기타(비공연장),서울,종로구,
카페 노호,FC004382,1,기타(비공연장),세종,세종특별자치시,
카페 더비안코,FC002758,1,기타(비공연장),경기,화성시,
카페 디어아크,FC003992,1,기타(비공연장),서울,용산구,
카페 떼아뜨레,FC001321,1,기타(비공연장),경기,안산시,2012
카페 뤼미에르 [강릉],FC003743,1,기타(비공연장),강원,강릉시,
카페 만월,FC003858,1,기타(비공연장),광주,서구,
카페 멜로다인,FC003663,1,기타(비공연장),인천,남동구,
카페 모베터블루스,FC004060,1,기타(비공연장),서울,종로구,
카페 세바,FC003452,1,기타(비공연장),제주,제주시,
카페 아스타나,FC002759,1,기타(비공연장),경기,화성시,2020
카페 아이소,FC004475,1,기타(비공연장),경기,용인시,
카페 야카모즈,FC003461,1,민간(대학로 외),서울,마포구,
카페 어느새 봄,FC002789,1,기타(비공연장),서울,서초구,
카페 어반리st [동탄],FC002757,1,기타(비공연장),경기,화성시,2019
카페 어스돔,FC004171,1,기타(비공연장),서울,중구,
카페 언엔드,FC004073,1,기타(비공연장),경남,김해시,
카페 언플러그드,FC002183,1,기타(비공연장),서울,마포구,
카페 옴니버스,FC004078,1,기타(비공연장),서울,은평구,
카페 윙클,FC002440,1,기타(비공연장),서울,종로구,
카페 인더볼 (inthebowl),FC004271,1,기타(비공연장),경기,용인시,
카페 침묵,FC004393,1,기타(비공연장),서울,서대문구,
카페 코스타 [동해],FC003724,1,기타(비공연장),강원,동해시,
카페 콘체르토,FC002749,1,기타(비공연장),서울,강남구,2018
카페 포레스트,FC003051,1,민간(대학로 외),서울,양천구,
카페 포토이(Cafe Potoi),FC004731,1,기타(비공연장),부산,수영구,
카페 플랫,FC003727,1,기타(비공연장),전남,순천시,
카페 피니얼,FC002276,1,기타(비공연장),충남,공주시,
카페 할아버지공장,FC002395,1,기타(비공연장),서울,성동구,
카페 확장성,FC004221,1,기타(비공연장),대전,중구,
카페 흙,FC004647,1,기타(비공연장),서울,용산구,
카페CIRCA1950,FC004603,1,민간(대학로),서울,종로구,
카페극장 칸,FC001311,1,민간(대학로 외),서울,종로구,2014
카페글렌 (공덕점),FC004730,1,기타(비공연장),서울,마포구,
카페더엠 [이천],FC004341,1,기타(비공연장),경기,이천시,
카페드바로크,FC003034,1,민간(대학로 외),경기,용인시,
카페린덴,FC002911,1,기타(비공연장),서울,마포구,
카페뮤지엄CM,FC004054,1,기타(비공연장),광주,동구,
카페복사꽃싸롱,FC003745,1,기타(비공연장),강원,강릉시,
카페부부,FC002406,1,기타(비공연장),서울,마포구,2014
카페블루콩 [진해 용원본점],FC003862,1,기타(비공연장),경남,창원시,
카페블루포트 세종공동캠퍼스점,FC004713,1,기타(비공연장),세종,세종특별자치시,
카페쇼파르,FC002358,1,기타(비공연장),서울,마포구,
카페여언,FC004465,1,기타(비공연장),제주,제주시,
카페와안,FC003749,1,기타(비공연장),인천,연수구,
카페위드,FC002972,1,기타(비공연장),부산,남구,
카페을리,FC004775,1,기타(비공연장),제주,서귀포시,
카페인가든,FC003721,1,기타(비공연장),경북,상주시,
칸타빌레 클래식 아트홀,FC003938,1,민간(대학로 외),서울,서초구,
칸태움 극장,FC004306,1,민간(대학로 외),서울,구로구,
칼디커피,FC004401,1,기타(비공연장),서울,마포구,
칼리오페[용인],FC003872,1,기타(비공연장),경기,용인시,
캔디성수,FC003711,1,민간(대학로 외),서울,성동구,
캔버스N홀,FC003759,1,민간(대학로 외),서울,강남구,
캠퍼트리 호텔앤리조트,FC003022,1,기타(비공연장),제주,제주시,
캣츠커피 [용산],FC002707,1,기타(비공연장),서울,용산구,
캬바레성수,FC004196,1,민간(대학로 외),서울,성동구,
커먼즈필드 춘천,FC003163,1,민간(대학로 외),강원,춘천시,
커피러셀,FC003381,1,기타(비공연장),대구,중구,
커피아노,FC004772,1,기타(비공연장),경기,수원시,
커피플라워 진양호점,FC004630,1,기타(비공연장),경남,진주시,
컨벤트펍 (The convent Live Pub),FC001907,1,기타(비공연장),서울,마포구,
컬러드,FC003936,1,기타(비공연장),서울,강남구,
컬쳐씨어터(구. 휴먼시어터),FC001207,1,민간(대학로),서울,종로구,2016
컬쳐파크209,FC002889,1,민간(대학로 외),서울,강남구,2019
컴포징맨션,FC003842,1,기타(비공연장),서울,은평구,
케이브하우스,FC004494,1,기타(비공연장),서울,용산구,
케이아트 디딤홀,FC000354,1,민간(대학로 외),서울,마포구,2017
케이콘서트홀,FC004294,1,민간(대학로 외),부산,해운대구,
켄트호텔 [부산 광안리],FC004039,2,기타(비공연장),부산,수영구,
코나웨이브,FC002286,1,민간(대학로 외),대전,유성구,
코델아트홀,FC001414,1,민간(대학로),서울,종로구,2016
코랄로 바이 조선,FC004037,2,기타(비공연장),강원,양양군,
코리아나 노래클럽,FC003955,1,민간(대학로 외),충남,공주시,1982
코리아나호텔,FC002895,1,기타(비공연장),서울,중구,1972
코리아디자인센터,FC003334,1,민간(대학로 외),경기,성남시,
코리아블루스씨어터,FC002101,1,민간(대학로 외),서울,용산구,
코미디헤이븐,FC001905,1,민간(대학로 외),서울,강남구,2018
코사이어티,FC002700,1,민간(대학로 외),서울,성동구,
코스모40,FC002672,1,기타(비공연장),인천,서구,
코스모스아트홀,FC002878,1,민간(대학로 외),서울,서초구,2006
코엑스,FC000170,10,민간(대학로 외),서울,강남구,2009
코엑스아티움(Coex Artium),FC004560,1,민간(대학로 외),서울,강남구,2009
코코 컬쳐클럽,FC004811,1,기타(비공연장),제주,서귀포시,
코쿤홀,FC001882,1,민간(대학로 외),서울,중구,2016
코펙스아트홀,FC002716,1,민간(대학로 외),경기,성남시,2020
콘서트하우스(충북),FC003874,1,민간(대학로 외),충북,청주시,
콘서트홀 나누,FC004204,1,민간(대학로 외),서울,마포구,
콘체르트보눔,FC003367,1,기타(비공연장),부산,부산진구,
콘텐츠박스(구. 르메이에르 씨어터),FC000841,1,민간(대학로),서울,종로구,2006
콜드슬립(koldsleep),FC002874,1,민간(대학로 외),서울,강북구,
콜링아트센터,FC002794,1,기타(비공연장),서울,관악구,
콩치노콩크리트,FC003552,1,민간(대학로 외),경기,파주시,
쿠무다 콘서트홀,FC002981,1,민간(대학로 외),부산,해운대구,
쿤스트카비넷,FC004100,1,민간(대학로),서울,종로구,
쿨 재팬 파크 오사카(COOL JAPAN PARK OSAKA) [일본],FC004641,3,기타(해외등),,,
쿰아트홀,FC003740,1,민간(대학로 외),서울,서초구,
퀀텀앤플레이,FC002025,1,민간(대학로 외),서울,마포구,
퀴어페미연극센터,FC004597,1,민간(대학로 외),서울,성북구,
퀸라이브홀,FC000753,1,기타(비공연장),서울,서대문구,1999
큐브컨벤션센터(CCC),FC004821,4,민간(대학로 외),서울,마포구,2026
큐씨어터(구. 수상한흥신소전용관),FC001539,1,민간(대학로),서울,종로구,2016
크레디아 클래식 클럽,FC004136,2,민간(대학로 외),서울,종로구,
크레스트72(CREST72),FC003685,2,기타(비공연장),서울,중구,
크루즈378 (폐관),FC002415,1,기타(비공연장),서울,강남구,
크리에이터스 홀,FC003296,1,민간(대학로 외),서울,동대문구,2019
크리에이티브아트,FC003774,1,민간(대학로 외),광주,동구,
크림슨,FC004596,1,기타(비공연장),경남,통영시,
크크(keukeu) (폐관),FC000369,1,민간(대학로 외),서울,강남구,2012
큰들마당극마을,FC004765,1,민간(대학로 외),경남,산청군,
클라라하우스,FC002727,1,민간(대학로 외),대전,유성구,2014
클래시카 서울,FC004644,1,민간(대학로 외),서울,서초구,
클래식 라운지 리한(구.리한아트홀),FC003750,1,민간(대학로 외),서울,서초구,
클래식고택 [경복궁],FC004070,1,민간(대학로),서울,종로구,
클래식고택 [대구 옻골마을],FC004117,1,기타(비공연장),대구,동구,
클래식고택 [북촌],FC003897,1,기타(비공연장),서울,종로구,
클래식고택 [서촌],FC003753,1,기타(비공연장),서울,종로구,
클래식고택 [안국],FC004319,1,기타(비공연장),서울,종로구,
클래식고택 디토 (구.선인재),FC004305,1,기타(비공연장),서울,종로구,
클래식고택 오디토리움 (구.뿌잉레코드),FC004151,1,민간(대학로 외),서울,종로구,
클럽 A.O.R(All Of Rock),FC002303,1,민간(대학로 외),서울,마포구,
클럽 FF,FC002175,1,민간(대학로 외),서울,마포구,2005
클럽 MODECi(모데시),FC002293,1,민간(대학로 외),서울,마포구,
클럽 MUTE(뮤트),FC003333,1,민간(대학로 외),서울,용산구,
클럽 고고스2 (폐관),FC002614,1,민간(대학로 외),서울,마포구,
클럽 네버마인드,FC002338,1,민간(대학로 외),광주,동구,
클럽 라디오 스타,FC003354,1,기타(비공연장),전북,전주시,
클럽 레드제플린 [대구],FC004298,1,민간(대학로 외),대구,남구,
클럽 레몬,FC003891,1,민간(대학로 외),서울,마포구,
클럽 리얼라이즈 [부산],FC003523,1,민간(대학로 외),부산,수영구,
클럽 마스 CLUB MARS,FC003444,1,민간(대학로 외),서울,마포구,
클럽 매드홀릭(MADHOLIC),FC002592,1,기타(비공연장),서울,마포구,
클럽 메이드 [이태원],FC003885,1,민간(대학로 외),서울,용산구,
클럽 버뮤다,FC004210,1,기타(비공연장),서울,마포구,
클럽 벨류(Value),FC003013,1,기타(비공연장),서울,마포구,
클럽 본 [원주],FC003922,1,민간(대학로 외),강원,원주시,
클럽 블랙 [홍대],FC003796,1,민간(대학로 외),서울,마포구,
클럽 블로썸,FC002218,1,민간(대학로 외),부산,부산진구,
클럽 샤프,FC002721,1,민간(대학로 외),서울,마포구,2016
클럽 스틸페이스,FC002048,1,민간(대학로 외),서울,마포구,2010
클럽 어스 (CLUB US),FC003875,1,민간(대학로 외),서울,강남구,
클럽 에반스,FC004476,1,민간(대학로 외),서울,마포구,
클럽 옥타곤 (폐관),FC002425,1,민간(대학로 외),서울,강남구,2011
클럽 일마레,FC003844,1,민간(대학로 외),서울,마포구,
클럽 잭리빈 (JACK&LIVIN),FC003972,2,민간(대학로 외),서울,강남구,
클럽 코쿤 (COCOON CLUB) (폐관),FC001896,1,민간(대학로 외),서울,마포구,
클럽 템플,FC002767,1,민간(대학로 외),서울,마포구,
클럽 페이더,FC002187,1,기타(비공연장),서울,용산구,
클럽 프리버드,FC003352,1,기타(비공연장),서울,마포구,
클럽K 서울,FC001659,1,민간(대학로 외),서울,강남구,2016
클럽디 오아시스,FC004034,1,민간(대학로 외),부산,해운대구,
클럽레드존캠핑장,FC002638,1,기타(비공연장),경기,가평군,
클럽무브,FC004776,1,기타(비공연장),대구,중구,
클럽블랙홀(Blackhall) [홍대],FC002712,1,기타(비공연장),서울,마포구,
클럽사운드(CLUB SOUND),FC004562,1,기타(비공연장),서울,강남구,
클럽에그,FC004679,1,민간(대학로 외),대구,중구,
클럽온에어,FC002896,1,기타(비공연장),서울,마포구,
클럽헤비,FC002239,1,민간(대학로 외),대구,남구,1994
클레어 음악연습실 악기거리점,FC004700,1,민간(대학로 외),서울,서초구,
키다리소극장,FC001778,1,민간(대학로 외),부산,중구,2015
키자니아 부산,FC003477,3,민간(대학로 외),부산,해운대구,2016
킨키[부산],FC004909,1,기타(비공연장),부산,수영구,
킨텍스,FC001910,11,공공(기타),경기,고양시,2005
킬더유튜브,FC003698,1,민간(대학로 외),서울,서대문구,
타이니 콘서트홀,FC004760,1,민간(대학로 외),서울,종로구,
타이니앨리스,FC002783,1,민간(대학로),서울,종로구,
탄금호 국제조정경기장,FC003572,1,기타(비공연장),충북,충주시,
탈영역우정국,FC002215,1,기타(비공연장),서울,마포구,2015
탐라문화광장 일대,FC004638,1,공공(기타),제주,제주시,
탑아트홀,FC001457,1,민간(대학로),서울,종로구,2003
태국 파타야 파리차 인터내셔널 골프 링크스,FC002445,1,기타(해외등),해외,,
태백 고원체육관,FC003911,1,공공(기타),강원,태백시,
태백문화예술회관,FC000375,3,공공(문예회관),강원,태백시,2003
태안군문화예술회관,FC000443,2,공공(문예회관),충남,태안군,2001
태안종합실내체육관,FC004704,1,공공(기타),충남,태안군,
태장공연장,FC004714,1,공공(기타),강원,원주시,
태종대,FC001741,1,기타(비공연장),부산,영도구,2004
태화강 국가정원 (남구둔치),FC004894,1,공공(기타),울산,남구,
탱자 아트스페이스,FC003395,1,기타(비공연장),경기,성남시,
터 씨어터,FC003526,1,민간(대학로 외),경기,고양시,
터 컴퍼니,FC002545,1,민간(대학로 외),경기,고양시,2000
테라로사 커피공장 강릉본점,FC003483,1,기타(비공연장),강원,강릉시,
테힐림 아트홀 (Tehillim Art Hall),FC004114,2,민간(대학로 외),서울,강남구,
텐더리커피앤디저트,FC003187,1,기타(비공연장),서울,마포구,
텐저린맨션,FC003011,1,민간(대학로 외),제주,제주시,
템플온더비치 (TEMPLE ON THE BEACH),FC004408,1,기타(비공연장),강원,양양군,
토당청소년수련관,FC000633,1,공공(기타),경기,고양시,2003
토마토소극장,FC002546,1,민간(대학로 외),울산,중구,2007
토마토홀,FC003896,1,민간(대학로 외),서울,마포구,
톤스튜디오 서울,FC001975,1,민간(대학로 외),서울,마포구,2002
톳판 홀 (Toppan),FC003845,1,기타(해외등),해외,,
통기타캠프촌,FC003437,1,기타(비공연장),충남,공주시,
통영 용호도,FC004525,1,기타(비공연장),경남,통영시,
통영국제음악당,FC001271,4,공공(문예회관),경남,통영시,2014
통영극장,FC002424,1,민간(대학로 외),경남,통영시,2019
통영리스타트플랫폼,FC002397,1,민간(대학로 외),경남,통영시,2019
통영시민문화회관,FC000247,2,공공(문예회관),경남,통영시,1997
통의동클래식,FC002283,1,민간(대학로 외),서울,종로구,2019
통진두레문화센터,FC001198,1,공공(기타),경기,김포시,2008
통합예술교육연구소 포이에시스,FC002739,1,기타(비공연장),서울,광진구,
트라이보울,FC001696,3,공공(문예회관),인천,연수구,2010
트라토리아,FC004032,1,기타(비공연장),경남,창원시,
트랜블루&데이문,FC004645,1,기타(비공연장),경기,포천시,
트레이프조이드,FC003240,1,민간(대학로 외),서울,마포구,
트루아,FC002225,1,기타(비공연장),충북,청주시,2017
트리웨딩,FC004709,1,기타(비공연장),충북,청주시,
트리하우스,FC001674,1,민간(대학로 외),경기,평택시,
티엘아이 아트센터,FC001219,1,민간(대학로 외),경기,성남시,2013
티오엠씨어터(구. 문화공간필링),FC000382,3,민간(대학로),서울,종로구,2014
티켓링크 1975 씨어터(구.능동 어린이회관),FC000156,3,민간(대학로 외),서울,광진구,1975
티하우스 절기,FC004569,2,기타(비공연장),서울,강남구,
틴틴홀,FC000806,1,민간(대학로),서울,종로구,2003
틸라 그라운드,FC003760,2,민간(대학로 외),서울,마포구,
틸트(TILT),FC004588,1,기타(비공연장),서울,마포구,
팀버포레스트 [사천],FC003824,1,기타(비공연장),경남,사천시,
파나카B,FC002220,1,기타(비공연장),부산,금정구,2020
파닥파닥클럽,FC003766,1,기타(비공연장),경기,수원시,
파도소리 소극장,FC001253,1,민간(대학로 외),전남,여수시,1993
파라다이스시티,FC001841,4,민간(대학로 외),인천,중구,2014
파랑새극장(구. 샘터파랑새극장),FC000221,2,민간(대학로),서울,종로구,1984
"파랑씨어터 (구. 도향아트홀, 구. 뮤디스홀)",FC000749,1,민간(대학로),서울,종로구,2017
파미에소,FC003600,2,기타(비공연장),경기,용인시,
파브릭 서울(Fabrik Seoul),FC004727,1,민간(대학로 외),서울,중구,
파인트리 시어터,FC001874,1,민간(대학로 외),서울,강남구,
파주 임진각 평화누리,FC002156,1,기타(비공연장),경기,파주시,
파주 프로방스 마술극장,FC001990,1,민간(대학로 외),경기,파주시,2014
파주나비나라박물관,FC002135,1,기타(비공연장),경기,파주시,
파주시민회관,FC000667,3,공공(문예회관),경기,파주시,1994
파주운정행복센터,FC001359,2,공공(문예회관),경기,파주시,2013
파티룸 공간후 [을지로],FC004919,1,기타(비공연장),서울,중구,
파티룸 윤슬,FC004005,1,기타(비공연장),경북,경주시,
파프리카 [울산],FC004144,1,기타(비공연장),울산,남구,
판교유스센터,FC004817,1,공공(기타),경기,성남시,
판시어터,FC002453,1,민간(대학로 외),서울,종로구,
판타지아드림,FC002732,1,민간(대학로 외),전남,여수시,
팔달문화센터,FC003377,1,공공(기타),경기,수원시,
팔마재1912,FC003705,1,기타(비공연장),전북,군산시,
팔복예술공장,FC002421,1,민간(대학로 외),전북,전주시,2018
팟빵홀,FC004767,1,민간(대학로 외),서울,마포구,
패스커뮤니티교회,FC001894,1,기타(비공연장),서울,노원구,2015
팽성국제교류센터,FC004224,1,민간(대학로 외),경기,평택시,
퍼멘츠 (FERMENTS),FC004155,1,기타(비공연장),서울,용산구,
퍼스트커피랩 [동두천],FC003823,1,민간(대학로 외),경기,동두천시,
퍼시피코 요코하마(PACIFIC CONVENTION PLAZA YOKOHAMA) [일본],FC004559,1,기타(해외등),,,
퍼시픽랜드,FC002547,1,기타(비공연장),제주,서귀포시,1984
퍼즐인형극장 다락극장,FC001277,1,민간(대학로 외),서울,마포구,2014
퍼팩토리소극장,FC003117,1,민간(대학로 외),대구,서구,2017
퍼플노이즈 라이브홀,FC004916,1,민간(대학로 외),서울,서초구,
펀타스틱씨어터,FC003029,1,민간(대학로 외),서울,용산구,
펄스 라이브홀,FC004119,1,민간(대학로 외),서울,서초구,
펍지 성수(PUBG 성수),FC004616,1,기타(비공연장),서울,성동구,
페노모브 푸어링아웃,FC004862,1,기타(비공연장),서울,서대문구,
페르니(더트리니티빌딩 9층),FC003819,1,기타(비공연장),서울,강남구,
페리지홀,FC001411,1,민간(대학로 외),서울,서초구,2013
페이브베이커리 [양주],FC004186,1,기타(비공연장),경기,양주시,
페이지명동,FC002806,1,민간(대학로 외),서울,중구,
페인터즈 히어로 종로전용관(서울극장),FC001268,1,민간(대학로 외),서울,종로구,2010
펠트커피(FELT COFFEE) [서울 중구],FC004689,1,기타(비공연장),서울,중구,
평강랜드,FC002217,1,기타(비공연장),경기,포천시,1997
평내도서관,FC002164,1,공공(기타),경기,남양주시,2010
평창돔체육관,FC003828,1,기타(비공연장),강원,평창군,
평창동일번지 아트하우스,FC004923,1,기타(비공연장),서울,종로구,
평창문화예술회관,FC000379,3,공공(문예회관),강원,평창군,1999
평창올림픽 스타디움,FC002089,1,공공(기타),강원,평창군,2017
평촌아트홀,FC001245,1,공공(문예회관),경기,안양시,2004
평택시남부문예회관,FC000934,2,공공(문예회관),경기,평택시,1993
평택시북부문예회관,FC000332,2,공공(문예회관),경기,평택시,1991
평택시서부문예회관,FC000336,2,공공(문예회관),경기,평택시,1991
평택아트센터,FC004655,2,공공(기타),경기,평택시,2026
평택청소년문화센터,FC002130,1,공공(기타),경기,평택시,2001
포니정홀,FC003547,1,민간(대학로 외),서울,강남구,2008
포도뮤지엄,FC003141,1,기타(비공연장),제주,서귀포시,
포레스트베이,FC003812,1,기타(비공연장),전북,정읍시,
포스코광양백운아트홀,FC001942,1,민간(대학로 외),전남,광양시,1992
포스트극장,FC000069,1,민간(대학로 외),서울,마포구,1992
포은오천도서관,FC004148,1,공공(기타),경북,포항시,
포은중앙도서관,FC003219,1,기타(비공연장),경북,포항시,
포인트 프라자,FC004552,1,민간(대학로 외),경기,김포시,
포천반월아트홀,FC000612,3,공공(문예회관),경기,포천시,2003
포크라노스,FC003886,1,기타(비공연장),서울,마포구,
포항 롴돰,FC004280,1,기타(비공연장),경북,포항시,
포항 위덕대학교,FC003305,1,민간(대학로 외),경북,경주시,
포항대학교,FC001904,1,기타(비공연장),경북,포항시,2008
포항문화예술회관,FC001191,3,공공(문예회관),경북,포항시,1995
포항백시어터,FC001563,1,민간(대학로 외),경북,포항시,2017
포항시립중앙아트홀,FC000562,1,공공(문예회관),경북,포항시,2010
포항시청 대잠홀,FC001256,1,공공(문예회관),경북,포항시,2007
포항종합운동장,FC002257,1,공공(기타),경북,포항시,1985
포항청소년수련관,FC002210,1,공공(기타),경북,포항시,1998
폴리파크,FC001766,1,민간(대학로 외),제주,제주시,2014
폴모스트 [안동],FC004232,1,기타(비공연장),경북,안동시,
폼텍웍스홀,FC002032,1,민간(대학로 외),서울,마포구,2014
표충재(신숭겸장군유적지),FC002245,1,공공(기타),대구,동구,1981
푸르지오아트홀,FC002246,1,민간(대학로 외),서울,중구,2019
푸른물결음악사,FC004416,1,기타(비공연장),서울,동작구,
푸른방송 아트홀,FC000508,1,민간(대학로 외),대구,달서구,1995
푸얼솜,FC003100,1,민간(대학로 외),경기,용인시,
푸투라 서울,FC004192,1,기타(비공연장),서울,종로구,
품 POOM,FC004882,1,기타(비공연장),서울,종로구,
풍월관,FC004735,1,민간(대학로),서울,종로구,
풍월당,FC004634,1,민간(대학로 외),서울,강남구,
퓨플스튜디오,FC003695,1,민간(대학로 외),서울,금천구,
프라임아트홀,FC000215,1,민간(대학로 외),서울,구로구,2007
프란치스코 교육회관,FC002575,2,민간(대학로 외),서울,중구,1987
프로젝트 스페이스 큐,FC004846,1,민간(대학로 외),서울,성동구,
프로젝트박스 시야 (폐관),FC000830,1,민간(대학로 외),서울,용산구,2012
프롬 메타,FC004649,1,민간(대학로 외),서울,종로구,
프리마베라 459,FC002897,1,민간(대학로 외),서울,영등포구,
프리버드 라이브카페 [강원 원주],FC004788,1,기타(비공연장),강원,원주시,
프리버드 라이브홀,FC002444,1,민간(대학로 외),서울,서대문구,
프리비젼스튜디오,FC004277,1,민간(대학로 외),충남,논산시,
프리웰향유의집,FC002834,1,기타(비공연장),경기,김포시,
프리즘홀 (프리즘플러스),FC002127,1,민간(대학로 외),서울,마포구,
프키 [전주],FC004481,1,기타(비공연장),전북,전주시,
플라멩코델서울,FC003947,1,민간(대학로 외),서울,영등포구,
플라스틱 파크,FC002113,1,기타(비공연장),서울,마포구,
플라츠2,FC004407,1,기타(비공연장),서울,성동구,
플래그테일 팁시,FC004441,2,민간(대학로 외),서울,마포구,
플랫폼 엘,FC004573,1,기타(비공연장),서울,강남구,
플랫폼 창동 61 (폐관),FC001583,1,공공(기타),서울,도봉구,2016
플랫폼 팜파,FC004448,1,민간(대학로 외),서울,서대문구,
플랫폼-엘 컨템포러리 아트센터,FC001718,1,민간(대학로 외),서울,강남구,2016
플러그인,FC001952,1,민간(대학로 외),울산,중구,2020
플러스씨어터(구. 컬처스페이스 엔유),FC001459,1,민간(대학로),서울,종로구,2010
플레이&펀,FC003207,1,민간(대학로 외),경기,파주시,
플레이그라운드 브루어리,FC003298,1,민간(대학로 외),경기,고양시,
플레이그라운드1080,FC003881,1,기타(비공연장),제주,서귀포시,
플레이리스트,FC004651,1,기타(비공연장),강원,원주시,
플레이스 막(PALCE MAK)1,FC001524,1,민간(대학로 외),서울,마포구,2012
플레이스 캠프 제주,FC002043,1,기타(비공연장),제주,서귀포시,
플레이스디,FC002044,1,민간(대학로 외),서울,마포구,
플레이스비브,FC002326,1,기타(비공연장),서울,성동구,
플레이캠퍼스,FC003014,1,민간(대학로 외),인천,중구,
