perf_id,title,genre,venue_name,perf_start_date,perf_end_date,total_ticket_sales_qty,verified_video_count
PF235380,대전시립연정국악원 K브런치콘서트 우.아.한 [대전],한국음악(국악),대전시립연정국악원 작은마당,2024-03-27,2024-11-27,1385,2
PF253567,"익산 브랜드 공연, WEST & EAST: 서쪽남자 & 동쪽여자",복합,익산예술의전당 대공연장,2024-11-22,2024-11-23,1385,1
PF274463,"서울아트마켓 (PAMS) , 체어, 테이블, 체어.",복합,국립극장 달오름극장,2025-10-24,2025-10-26,1383,0
PF262236,"부산시립예술단 연합공연, 바리데기",복합,부산문화회관 대극장,2025-05-22,2025-05-24,1382,1
PF278203,"제10회 용인시립합창단 상임운영기념 정기연주회: 우리의 노래, 마음의 뜰에 피어나",서양음악(클래식),용인포은아트홀,2025-11-12,2025-11-12,1377,2
PF262007,"제15회 대한민국발레축제, 코펠리아",무용(서양/한국무용),예술의전당 [서울] CJ 토월극장,2025-05-31,2025-05-31,1368,1
PF274550,인천문화예술회관 재개관 기념 사전 공연 GRAND OPEN [인천],서양음악(클래식),인천문화예술회관 대공연장,2025-10-01,2025-10-01,1365,0
PF244771,국립합창단 여름합창축제: Summer Paradiso (08.22),서양음악(클래식),예술의전당 [서울] 콘서트홀,2024-08-22,2024-08-22,1363,0
PF241553,"제428회 인천시립교향악단 정기연주회, 클래식 에센스 Ⅳ: 1905",서양음악(클래식),아트센터 인천 콘서트홀,2024-12-06,2024-12-06,1361,2
PF280771,제370회 창원시립교향악단 정기연주회: 라흐마니노프 교향곡 3번,서양음악(클래식),성산아트홀 대극장,2025-12-11,2025-12-11,1359,0
PF287214,제47회 용인시립소년소녀합창단 정기연주회 [용인],서양음악(클래식),용인포은아트홀,2026-03-21,2026-03-21,1356,1
PF287218,제38회 용인시립청소년오케스트라 정기연주회 [용인],서양음악(클래식),용인포은아트홀,2026-03-22,2026-03-22,1356,2
PF274172,"제133회 경주시립극단 정기공연: 리어왕, 다시 부르다",연극,경주예술의전당 대공연장(화랑홀),2025-11-20,2025-11-22,1355,0
PF285475,제11회 용인시립합창단 정기연주회: 바로크 소리로 빚은 빛과 심연,서양음악(클래식),용인포은아트홀,2026-03-19,2026-03-19,1354,1
PF280817,제333회 부천필하모닉오케스트라 정기연주회: Top of the World,서양음악(클래식),부천아트센터 콘서트홀,2026-01-16,2026-01-16,1354,0
PF245225,제613회 부산시립교향악단 정기연주회: Romantic,서양음악(클래식),부산문화회관 대극장,2024-10-01,2024-10-01,1352,1
PF271373,제198회 창원시립합창단 정기연주회: 합창으로 떠나는 세계여행,서양음악(클래식),성산아트홀 대극장,2025-09-19,2025-09-19,1347,1
PF281192,금난새 X 성남시립교향악단 Classic Gala Concert [화성],서양음악(클래식),화성예술의전당 동탄아트홀,2025-12-27,2025-12-27,1344,0
PF239435,제384회 광주시립교향악단 정기연주회: 鎭魂,서양음악(클래식),광주 예술의 전당 대극장,2024-06-01,2024-06-01,1341,0
PF235752,"한화와 함께하는 교향악축제: The Wave, 대구시립교향악단 (4.9)",서양음악(클래식),예술의전당 [서울] 콘서트홀,2024-04-09,2024-04-09,1333,0
PF262266,제120회 강릉시립합창단 정기연주회: 피노키오와 파란마녀,뮤지컬,강릉아트센터 (구. 강릉문화예술관) 사임당홀 (대공연장) ,2025-05-02,2025-05-03,1333,1
PF256494,"제143회 강릉시립교향악단 정기연주회, 신년음악회: 라 트라비아타",서양음악(클래식),강릉아트센터 (구. 강릉문화예술관) 사임당홀 (대공연장) ,2025-01-24,2025-01-25,1329,0
PF220917,패스,연극,서강대 메리홀 대극장,2023-08-04,2023-08-16,1321,0
PF236627,제193회 부산시립합창단 정기연주회,서양음악(클래식),부산문화회관 대극장,2024-06-27,2024-06-27,1319,0
PF245221,제615회 부산시립교향악단 정기연주회: Auferstehung,서양음악(클래식),부산문화회관 대극장,2024-12-20,2024-12-20,1317,0
PF270365,지젤 [안산],무용(서양/한국무용),안산문화예술의전당 해돋이극장,2025-11-14,2025-11-15,1317,2
PF232891,"부산시립국악관현악단 특별연주회, 신년음악회: 청룡이 나르샤",한국음악(국악),부산문화회관 대극장,2024-01-24,2024-01-24,1310,2
PF232787,제419회 인천시립교향악단 정기연주회: 신년음악회,서양음악(클래식),아트센터 인천 콘서트홀,2024-01-19,2024-01-19,1306,1
PF239826,얍 판 츠베덴&클라라 주미 강 with 서울시립교향악단 [부산],서양음악(클래식),부산문화회관 대극장,2024-11-02,2024-11-02,1302,0
PF281672,"제440회 인천시립교향악단 정기연주회, 새해음악회",서양음악(클래식),인천문화예술회관 대공연장,2026-01-30,2026-01-30,1297,1
PF273671,"경산시립예술단 기획공연, 달려라 오빠 & 가을편지",복합,경산시민회관 대강당,2025-09-15,2025-09-16,1292,0
PF243639,"제15회 광주시립오페라단 정기공연, 신데렐라 [광주]",서양음악(클래식),국립아시아문화전당 극장2,2024-07-26,2024-07-27,1285,0
PF253245,"제58회 대구시립극단 정기공연-1, 오거리 사진관 [대구]",연극,대구문화예술회관 비슬홀,2024-12-04,2024-12-14,1281,0
PF241589,제385회 광주시립교향악단 정기연주회: 헌정,서양음악(클래식),광주 예술의 전당 대극장,2024-06-28,2024-06-28,1280,0
PF253115,서울시향 얍 판 츠베덴과 아우구스틴 하델리히 ①,서양음악(클래식),롯데콘서트홀,2025-06-19,2025-06-19,1279,0
PF285083,"예술의전당 교향악축제, 공주시충남교향악단 (04.21)",서양음악(클래식),예술의전당 [서울] 콘서트홀,2026-04-21,2026-04-21,1272,0
PF232682,"제248회 국립심포니오케스트라 정기연주회: 라벨, 두 개의 피아노 협주곡",서양음악(클래식),롯데콘서트홀,2024-03-09,2024-03-09,1269,0
PF287097,"국립합창단, 시네마 클래식 [화성]",서양음악(클래식),화성예술의전당 동탄아트홀,2026-05-23,2026-05-23,1268,0
PF236170,"서울시향 퇴근길 콘서트, 영화보다 빛나는 영화음악",서양음악(클래식),LG아트센터 서울 LG SIGNATURE 홀,2024-04-09,2024-04-09,1268,0
PF238245,"광주시립교향악단, 키즈 콘서트: Flying Symphony",서양음악(클래식),광주 예술의 전당 소극장,2024-05-03,2024-05-05,1266,0
PF243221,제131회 목포시립교향악단 정기연주회: 목포를 영웅으로 Eroica,서양음악(클래식),목포시민문화체육센터 대공연장,2024-07-11,2024-07-11,1262,1
PF261410,제394회 광주시립교향악단 정기연주회: 운명의 봄,서양음악(클래식),광주 예술의 전당 대극장,2025-04-25,2025-04-25,1262,0
PF233807,"제312회 부천필하모닉오케스트라 정기연주회: 신년음악회, 신세계로부터",서양음악(클래식),부천아트센터 콘서트홀,2024-01-19,2024-01-19,1259,0
PF261735,"제87회 대구시립무용단 정기공연: 어린이 무용극, 탈출",무용(서양/한국무용),대구문화예술회관 팔공홀,2025-05-03,2025-05-05,1255,1
PF254102,"제390회 광주시립교향악단 정기연주회, 송년음악회",서양음악(클래식),광주 예술의 전당 대극장,2024-12-24,2024-12-24,1242,0
PF233949,제502회 대구시립교향악단 정기연주회: 프로코피예프 극적인 사랑,서양음악(클래식),대구콘서트하우스 그랜드홀 (대공연장) ,2024-02-16,2024-02-16,1240,1
PF248662,"제509회 대구시립교향악단 정기연주회, 말러 교향곡 제5번",서양음악(클래식),대구콘서트하우스 그랜드홀 (대공연장) ,2024-10-18,2024-10-18,1240,0
PF266171,제517회 대구시립교향악단 정기연주회: 로맨틱 차이콥스키,서양음악(클래식),대구콘서트하우스 그랜드홀 (대공연장) ,2025-07-04,2025-07-04,1234,2
PF279449,대구시립교향악단 송년음악회: 클래식 크로스오버 [대구],서양음악(클래식),대구콘서트하우스 그랜드홀 (대공연장) ,2025-12-26,2025-12-26,1232,2
PF276124,제520회 대구시립교향악단 정기연주회: 베토벤 No.5,서양음악(클래식),대구콘서트하우스 그랜드홀 (대공연장) ,2025-11-07,2025-11-07,1232,2
PF242062,"제323회 부천필하모닉오케스트라 정기연주회, 송년음악회: 베토벤, 합창",서양음악(클래식),부천아트센터 콘서트홀,2024-12-27,2024-12-27,1229,0
PF271690,제518회 대구시립교향악단 정기연주회: 라흐마니노프 No.2,서양음악(클래식),대구콘서트하우스 그랜드홀 (대공연장) ,2025-09-19,2025-09-19,1226,2
PF248346,얍 판 츠베덴 & 서울시립교향악단 with 클라라 주미 강 [광주],서양음악(클래식),광주 예술의 전당 대극장,2024-10-30,2024-10-30,1222,1
PF241430,"키즈 페스타 in 포항, 헨젤과 그레텔",무용(서양/한국무용),포항문화예술회관 대공연장,2024-07-20,2024-07-20,1221,0
PF244795,국립합창단 여름합창축제: Summer Paradiso (08.21),서양음악(클래식),예술의전당 [서울] 콘서트홀,2024-08-21,2024-08-21,1220,1
PF250912,제510회 대구시립교향악단 정기연주회,서양음악(클래식),대구콘서트하우스 그랜드홀 (대공연장) ,2024-11-08,2024-11-08,1219,1
PF278922,"제521회 대구시립교향악단 정기연주회: 겨울, 다시 봄 [대구]",서양음악(클래식),대구콘서트하우스 그랜드홀 (대공연장) ,2025-12-12,2025-12-12,1216,1
PF278172,"인천시립교향악단 기획연주회, 송년음악회 [인천]",서양음악(클래식),인천문화예술회관 대공연장,2025-12-26,2025-12-26,1212,2
PF237177,제505회 대구시립교향악단 정기연주회: 세기의 낭만,서양음악(클래식),대구콘서트하우스 그랜드홀 (대공연장) ,2024-04-26,2024-04-26,1210,0
PF278287,"BAC 특별기획, 제야음악회",서양음악(클래식),부천아트센터 콘서트홀,2025-12-31,2025-12-31,1209,1
PF237592,"인천시립교향악단 기획연주회, 가족음악회: Shall We Dance?",서양음악(클래식),아트센터 인천 콘서트홀,2024-05-03,2024-05-03,1209,0
PF253094,서울시향 키릴 게르스타인의 브람스 피아노 협주곡 2번 ①,서양음악(클래식),롯데콘서트홀,2025-05-23,2025-05-23,1207,0
PF242073,"제173회 부천시립합창단 송년음악회: 헨델, 메시아",서양음악(클래식),부천아트센터 콘서트홀,2024-12-19,2024-12-19,1206,0
PF246485,뉴서울필하모닉의 브람스 & 라흐마니노프 [수원],서양음악(클래식),수원SK아트리움 대공연장,2024-09-07,2024-09-08,1204,1
PF281671,제442회 인천시립교향악단 정기연주회: 인천시향의 말러,서양음악(클래식),아트센터 인천 콘서트홀,2026-04-25,2026-04-25,1204,1
PF233099,"제424회 인천시립교향악단 정기연주회, 클래식 에센스 Ⅱ: 슬라빅 웨이브",서양음악(클래식),아트센터 인천 콘서트홀,2024-07-19,2024-07-19,1204,0
PF226019,"제7회 창원국제실내악축제: 클래식, 벽을 허물다 [3.15아트센터]",서양음악(클래식),3.15아트센터 대극장,2023-11-07,2023-11-07,1202,0
PF264901,"서울예술단, 윤동주, 달을 쏘다. [김해]",뮤지컬,김해문화의전당 마루홀,2025-08-22,2025-08-23,1202,0
PF251669,"제76회 대전시립무용단 정기공연, 볼레로 & 봄의제전 원 (Circle) & 원 (Circle)",무용(서양/한국무용),대전예술의전당 아트홀,2024-11-15,2024-11-16,1201,0
PF257299,부천시립예술단 신년음악회: 사랑의 인사 [부천],서양음악(클래식),부천아트센터 콘서트홀,2025-01-23,2025-01-23,1201,0
PF265110,제332회 부천필하모닉오케스트라 정기연주회 [부천],서양음악(클래식),부천아트센터 콘서트홀,2025-12-23,2025-12-23,1200,0
PF264857,"군산시립예술단 합동연주회, 주광영 상임지휘자 고별연주회: 군산, 독도를 노래하다!",서양음악(클래식),군산예술의전당 대공연장,2025-06-12,2025-06-12,1200,0
PF254927,"제511회 대구시립교향악단 정기연주회, 송년음악회: 푸치니 오페라 & 뮤지컬 갈라콘서트 [대구]",서양음악(클래식),대구콘서트하우스 그랜드홀 (대공연장) ,2024-12-27,2024-12-27,1200,0
PF249775,제26회 BIAF 개최 기념 부천필하모닉 오케스트라와 신카이 마코토가 함께하는 애니메이션 OST 콘서트 [부천],서양음악(클래식),부천아트센터 콘서트홀,2024-10-26,2024-10-26,1197,0
PF240748,"제166회 대전시립합창단 정기연주회, 대전시립교향악단 마스터즈 시리즈 6: 카르미나 부라나",서양음악(클래식),대전예술의전당 아트홀,2024-06-20,2024-06-21,1197,0
PF249759,부천시립예술단 BICOF와 함께하는 부천시민의날 경축음악회,서양음악(클래식),부천아트센터 콘서트홀,2024-10-02,2024-10-02,1195,0
PF253213,"서울예술단, 천 개의 파랑 [제주]",뮤지컬,제주문예회관 대극장,2024-12-07,2024-12-08,1195,0
PF239506,제138회 강릉시립교향악단 정기연주회: 스트라빈스키 봄의 제전,서양음악(클래식),강릉아트센터 (구. 강릉문화예술관) 사임당홀 (대공연장) ,2024-05-23,2024-05-24,1194,0
PF257245,"제327회 부천필하모닉오케스트라 정기연주회, 베르디, 레퀴엠",서양음악(클래식),부천아트센터 콘서트홀,2025-06-20,2025-06-20,1193,0
PF281677,"제441회 인천시립교향악단 정기연주회, 인천시향과 올해의 예술가 Adventurous IPO Ⅱ",서양음악(클래식),아트센터 인천 콘서트홀,2026-03-27,2026-03-27,1193,1
PF240213,"제225회 부산시립국악관현악단 정기연주회: 창단 40주년 기념음악회 불혹의 나이, 100년을 꿈꾸며...",한국음악(국악),부산문화회관 대극장,2024-05-23,2024-05-23,1192,1
PF244017,제157회 군산시립교향악단 정기연주회: 드보르작 in 군산,서양음악(클래식),군산예술의전당 대공연장,2024-07-18,2024-07-18,1188,0
PF238300,제72회 군산시립교향악단 특별기획연주회: 해설이 있는 교과서 음악회,서양음악(클래식),군산예술의전당 대공연장,2024-04-25,2024-04-25,1188,0
PF253538,제159회 군산시립교향악단 정기연주회,서양음악(클래식),군산예술의전당 대공연장,2024-12-05,2024-12-05,1188,0
PF262285,제77회 군산시립교향악단 특별기획연주회,서양음악(클래식),군산예술의전당 대공연장,2025-05-03,2025-05-03,1188,0
PF281220,제40회 목포시립연극단 정기공연: 어린왕자,뮤지컬,목포시민문화체육센터 대공연장,2025-12-25,2025-12-25,1187,0
PF240653,"제73회 군산시립교향악단 특별기획연주회, 군산시민과 함께하는 신청곡 콘서트",서양음악(클래식),군산예술의전당 대공연장,2024-05-30,2024-05-30,1185,0
PF252825,"인천시립극단, 크리스마스 캐럴 [인천 (앵콜) ]",연극,제물포구문화체육센터(구. 동구문화체육센터) 공연장,2024-11-29,2024-12-05,1184,1
PF230406,서울시향 얍 판 츠베덴과 토머스 햄프슨 ②,서양음악(클래식),롯데콘서트홀,2024-03-29,2024-03-29,1183,0
PF272601,제95회 인천시립극단 정기공연: 시련 [인천],연극,인천문화예술회관 소공연장,2025-09-24,2025-09-28,1182,1
PF263522,"제515회 대구시립교향악단 정기연주회: 댄스, 발스, 볼레로",서양음악(클래식),대구콘서트하우스 그랜드홀 (대공연장) ,2025-05-23,2025-05-23,1181,1
PF283299,부천시립예술단 신년음악회,서양음악(클래식),부천아트센터 콘서트홀,2026-01-22,2026-01-22,1180,1
PF233098,"제420회 인천시립교향악단 정기연주회: 클래식 에센스 I, 아이 갓 리듬",서양음악(클래식),아트센터 인천 콘서트홀,2024-03-22,2024-03-22,1179,1
